Outlet_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Visibility,Item_Frequency,Item_Type,Item_Identifier_Type,Outlet_Status,Calorie_Count_per_givenwt
1,0.05974536268346412,1,2,0,0.0708009757993644,1,3,1,0,6.684000000000001
1,-1.6030060996969162,6,0,1,0.125200788,0,2,1,1,60.375
1,0.4525746287448169,6,0,1,0.077150004,1,5,1,1,5.8
2,-0.713122011024948,3,1,0,0.027426689,1,6,1,1,6.695
1,0.006054475239469605,7,0,1,0.146960375,1,5,1,1,5.0975
2,-0.03126692722383398,3,1,0,0.041112694,1,13,1,1,76.0
3,-1.6408743241824306,5,1,0,0.066969525,1,9,2,0,0.0
2,-1.0090486587292202,3,1,0,0.104933928,1,3,1,1,7.6000000000000005
3,0.37649921407580905,5,1,0,0.059956876,0,15,1,0,16.425
1,-1.271986908883031,9,1,2,0.0383808,0,0,1,0,10.107999999999999
0,-0.3308966152890442,4,0,2,0.191500528,0,0,1,0,16.695
1,1.7194237492548108,6,0,1,0.119362409,1,5,1,1,8.5
1,-1.6344787449752842,1,2,0,0.067239404,1,9,2,0,0.0
2,1.4862345357830422,3,1,0,0.0674819,1,13,1,1,47.5
1,0.373301424472236,9,1,2,0.048762383,0,11,2,0,0.0
2,-1.5748559578166608,3,1,0,0.0389997054,0,0,1,1,28.0
1,-0.02116830765574978,7,0,1,0.056543464,0,14,0,1,6.7065
1,0.34771910764365005,1,2,0,0.039544237,1,13,1,0,93.10000000000001
1,1.4830783174443152,8,0,2,0.069587171,0,10,1,0,16.29485
1,-0.34743238532912146,9,1,2,0.083133128,0,0,1,0,28.84
1,-0.6034698055184211,1,2,0,0.007546808,1,13,1,0,98.5625
1,1.6272762440382442,2,0,1,0.05843112,1,4,0,1,6.348000000000001
1,0.16035102140148236,1,2,0,0.04157222966666666,1,4,0,0,8.441
1,1.9674666954351772,7,0,1,0.07429945,1,13,1,1,27.455000000000002
1,0.6585826305862129,8,0,2,0.04376368,1,13,1,0,62.4625
2,0.8741424299734822,3,1,0,0.069219165,1,6,1,1,5.824000000000001
1,-0.5619401119368151,9,1,2,0.078181964,0,10,1,0,13.14885
2,1.4319968263168363,3,1,0,0.085482761,1,13,1,1,50.5875
3,1.1647671425150303,5,1,0,0.081614376,1,5,1,0,4.5
1,0.6681344281320861,9,1,2,0.128126825,0,14,0,0,4.2177
3,-0.8370811272178614,5,1,0,0.041091215,1,9,2,0,0.0
1,-1.403435248327513,8,0,2,0.12790067433333333,1,6,1,0,3.9845
3,1.439949729060923,5,1,0,0.108382679,1,6,1,0,8.352500000000001
2,-0.7338245009184812,3,1,0,0.078060605,1,6,1,1,13.877500000000001
3,0.314772281358035,5,1,0,0.022685222,1,6,1,0,8.547500000000001
3,-1.3188185376273613,5,1,0,0.121043709,0,0,1,0,22.189999999999998
3,0.3621091608597298,5,1,0,0.084245356,0,8,2,0,0.0
1,-1.1128521070508117,9,1,2,0.008579863,0,10,1,0,23.9525
0,0.19763085259993945,0,0,0,0.126752975,1,9,2,0,0.0
1,-1.504587729067742,9,1,2,0.015180132999999998,0,8,2,0,0.0
3,-0.3985138764566006,5,1,0,0.039370913,0,10,1,0,29.8155
1,1.0418185278368457,1,2,0,0.073997843,1,6,1,0,11.115000000000002
1,-1.667467142525746,8,0,2,0.041395445,1,6,1,0,6.825
1,0.23280653823924505,2,0,1,0.076156245,1,9,2,1,0.0
1,0.3669058452650894,7,0,1,0.041700756,0,14,0,1,8.976
3,1.332948491135758,5,1,0,0.102949031,1,6,1,0,12.35
1,-1.3821443651469223,7,0,1,0.016164306,1,9,2,1,0.0
0,-1.4854425627111492,0,0,0,0.051564827,1,13,1,0,53.9125
3,1.7065910195756715,5,1,0,0.015016891,0,10,1,0,14.014000000000001
0,0.8687989235459116,0,0,0,0.139785104,1,3,1,0,10.4
1,0.18542808747270376,7,0,1,0.05610384,0,8,2,1,0.0
0,-0.24312368625016562,4,0,2,0.05514077666666667,1,6,1,0,4.888
1,0.8852931223211424,9,1,2,0.020729902,0,1,1,0,31.25
1,0.8502421504763757,1,2,0,0.136314863,1,13,1,0,32.7275
1,0.06832822997945473,1,2,0,0.028984804,1,9,2,0,0.0
1,-1.3661554171290562,2,0,1,0.013253936,1,9,2,1,0.0
3,1.58528287096412,5,1,0,0.022829734,0,0,1,0,28.349999999999998
1,0.051792459939377464,1,2,0,0.029850151499999998,0,14,0,0,6.171
2,-0.7636151088653697,3,1,0,0.074541867,1,9,2,1,0.0
0,1.8663142146949483,4,0,2,0.023876708,1,5,1,0,8.75
1,0.5212439626919491,2,0,1,0.083221904,1,9,2,1,0.0
3,-0.042459190836340636,5,1,0,0.089243504,1,3,1,0,11.280000000000001
1,0.310439276445193,6,0,1,0.015873285,1,13,1,1,37.73875
1,-0.46983417798509486,8,0,2,0.047237246,0,11,2,0,0.0
1,0.6633377437267265,8,0,2,0.072155462,1,3,1,0,6.968000000000001
1,-1.509384413473102,2,0,1,0.035307322,1,9,2,1,0.0
1,0.7134087333394764,2,0,1,0.066997921,1,6,1,1,4.407
1,-0.8157902440372709,6,0,1,0.062839798,0,0,1,1,24.29
2,-1.682909268521401,3,1,0,0.03549838,1,6,1,1,5.3950000000000005
1,-0.8041343009322464,6,0,1,0.035057688,1,4,0,1,7.9350000000000005
0,0.8730487859290602,4,0,2,0.045002624,1,9,2,0,0.0
3,-0.14298170702466548,5,1,0,0.067120954,1,13,1,0,90.25
1,-1.6818571957418256,1,2,0,0.081944045,0,0,1,0,8.071
2,-0.3186938501618087,3,1,0,0.088681966,1,13,1,1,42.25125
1,-0.90099534802448,9,1,2,0.030742083,1,3,1,0,15.600000000000001
2,-1.759026254455255,3,1,0,0.042056944,0,14,0,1,4.845
3,1.7428603492593993,5,1,0,0.022403117,1,4,1,0,9.315000000000001
1,1.8913497095013228,7,0,1,0.066865326,1,5,1,1,5.65
0,0.8193163272202187,4,0,2,0.0708009757993644,1,5,1,0,8.425
2,0.745303486845516,3,1,0,0.011307038,1,3,1,1,6.284000000000001
1,0.6809255865463794,1,2,0,0.13498355,0,15,1,0,15.93
0,1.955180787778249,4,0,2,0.121765124,0,8,2,0,0.0
2,-1.545570600627137,3,1,0,0.121674533,1,6,1,1,7.670000000000001
1,0.686227521709104,8,0,2,0.078786674,1,4,1,0,6.279000000000001
3,-0.421950476461189,5,1,0,0.014353676,0,10,1,0,10.381799999999998
1,-0.6343124862448851,2,0,1,0.01438222,1,9,2,1,0.0
1,-0.28940849297228494,2,0,1,0.075620262,1,13,1,1,86.6875
1,0.5616800122291328,1,2,0,0.045982389,1,13,1,0,97.85000000000001
3,0.7698337308945263,5,1,0,0.081841136,0,14,0,0,3.7689
3,-1.6567801296706042,5,1,0,0.012090074,1,6,1,0,4.03975
1,0.07838527828269291,7,0,1,0.086307051,1,5,1,1,3.65
1,-0.727470492976181,8,0,2,0.128816212,0,15,1,0,12.15
2,0.37809810887759604,3,1,0,0.06733283933333332,1,6,1,1,7.215
3,0.3040852685028928,5,1,0,0.114475357,0,14,0,0,3.12885
3,0.24071786971848524,5,1,0,0.015375557,0,8,2,0,0.0
0,-0.5618985406719688,0,0,0,0.04937018,1,13,1,0,24.58125
1,-1.5130458825691935,6,0,1,0.058540589,1,13,1,1,71.25
1,1.6310208556640282,2,0,1,0.050000257,1,6,1,1,7.0200000000000005
1,0.45627766910575496,1,2,0,0.058681957,0,0,1,0,16.31
1,-0.4347000636106355,2,0,1,0.075595405,1,4,1,1,2.645
1,-0.5342120782842317,9,1,2,0.042276746,1,9,2,0,0.0
1,1.964815727853815,2,0,1,0.11899616225000001,1,4,1,1,4.1147
1,0.05924011192609959,7,0,1,0.089333332,0,8,2,1,0.0
0,0.7985306947969929,0,0,0,0.082526478,1,13,1,0,99.75
2,0.748037596956571,3,1,0,0.100319317,1,9,2,1,0.0
1,0.6676707486395681,6,0,1,0.106731895,0,0,1,1,22.4
2,1.3542809455811955,3,1,0,0.049823839,0,0,1,1,8.700999999999999
3,0.25830571253813805,5,1,0,0.028410335,1,9,2,0,0.0
1,-1.0234387119453,6,0,1,0.104488444,1,3,1,1,7.6000000000000005
0,-0.023819275237111852,0,0,0,0.025002878,0,8,2,0,0.0
1,-0.7790572348610247,9,1,2,0.131128467,0,2,1,0,24.22
0,0.0901243639174101,0,0,0,0.043304681,1,6,1,0,12.415000000000001
1,0.6447809706571906,6,0,1,0.083590755,1,5,1,1,10.375
1,0.33496952049420337,9,1,2,0.096536082,0,1,1,0,14.450000000000001
2,0.05389660549852898,3,1,0,0.139985583,1,13,1,1,80.03750000000001
1,-1.5610127266227922,6,0,1,0.119930029,1,4,1,1,5.1290000000000004
1,1.469781908272658,2,0,1,0.056637129,0,2,1,1,48.475
1,-0.7338245009184812,7,0,1,0.115563679,1,5,1,1,4.5325
2,-0.7939525388344689,3,1,0,0.082085787,1,6,1,1,8.125
1,-0.8344717309013456,9,1,2,0.015295536,1,3,1,0,5.924
1,0.04060019632687126,8,0,2,0.035572183,0,0,1,0,11.640999999999998
2,-1.4907029266090273,3,1,0,0.097709541,1,5,1,1,9.5
3,0.5612163327366148,5,1,0,0.03100078,1,9,2,0,0.0
1,-0.3516406764474238,6,0,1,0.124428516,1,5,1,1,9.0
1,-1.4901976758516624,6,0,1,0.082250863,0,0,1,1,27.09
2,0.2859921749258755,3,1,0,0.029693277,1,13,1,1,46.05125
0,-1.6701181101071079,4,0,2,0.192650072,1,5,1,0,7.925
0,1.6321144997084502,0,0,0,0.05837308,1,13,1,0,67.2125
1,0.7022580409918167,1,2,0,0.044377096,1,6,1,0,10.9525
2,1.0652135565765875,3,1,0,0.099024124,1,9,2,1,0.0
1,-0.7035286422142282,7,0,1,0.029812563666666667,1,4,0,1,8.625
2,-0.4272939828887598,3,1,0,0.039516644999999996,0,10,1,1,29.8155
1,-1.5184309602616108,1,2,0,0.025947095,1,9,2,0,0.0
1,0.4232892715552929,2,0,1,0.005561798,1,6,1,1,7.3775
1,0.35731247645436975,1,2,0,0.037491314,1,5,1,0,7.0
1,-0.40701360122289826,7,0,1,0.024432767,0,8,2,1,0.0
0,-1.5796526422220207,0,0,0,0.057527544,0,0,1,0,28.0
1,-0.7583131737026451,2,0,1,0.121936216,1,3,1,1,6.968000000000001
3,0.9300621767711676,5,1,0,0.020597493,0,1,1,0,31.25
1,0.7128619113172654,7,0,1,0.03547905133333334,1,13,1,1,31.3975
1,0.8640022391405515,1,2,0,0.093307668,1,4,1,0,3.0429000000000004
1,-0.3149076672711779,7,0,1,0.021501067,1,6,1,1,12.5775
2,0.45316302203187436,3,1,0,0.019586115,1,9,2,1,0.0
1,1.1642203204928192,7,0,1,0.030155224,1,6,1,1,9.1
1,1.3596244520087666,2,0,1,0.129008866,0,0,1,1,13.573
1,1.290366724774577,6,0,1,0.118080437,1,13,1,1,91.91250000000001
1,-0.8397736660640702,2,0,1,0.063207198,0,0,1,1,24.29
0,0.5761116367100589,0,0,0,0.178622919,1,6,1,0,6.370000000000001
3,1.5048744513822707,5,1,0,0.018942606,1,13,1,0,72.19999999999999
1,0.37006206360381644,8,0,2,0.085274988,1,6,1,0,3.6757500000000003
1,0.3594166220135208,9,1,2,0.010998932,1,13,1,0,49.875
0,-1.6562333076483928,0,0,0,0.136124989,0,11,2,0,0.0
2,-1.4332258562744016,3,1,0,0.099535996,1,13,1,1,69.5875
1,1.0610052654582853,2,0,1,0.074245348,1,3,1,1,13.200000000000001
1,1.9387281602678645,9,1,2,0.063962842,0,1,1,0,36.25
1,-0.46348017004279496,8,0,2,0.090191431,1,9,2,0,0.0
1,-0.7684117932707295,1,2,0,0.099026525,1,6,1,0,11.927500000000002
1,-0.2052970330294975,6,0,1,0.173483253,1,6,1,1,7.4750000000000005
1,0.1369975639265869,8,0,2,0.020568574,1,13,1,0,57.475
1,-1.4635632862435008,2,0,1,0.151419185,0,14,0,1,7.446
1,0.832654307656723,6,0,1,0.096862255,1,9,2,1,0.0
1,-0.7907547492308957,2,0,1,0.011437302,1,5,1,1,3.0575
1,-1.705210653216721,8,0,2,0.082930699,1,5,1,0,3.875
1,-0.43840310397157334,2,0,1,0.112859454,0,7,0,1,25.4875
1,0.3807490764589581,7,0,1,0.012036432,1,3,1,1,13.76
1,-1.2868406415916287,7,0,1,0.030150193,1,3,1,1,10.4
1,0.12681580182880975,9,1,2,0.009883257,0,10,1,0,8.951799999999999
1,1.3590776299865555,1,2,0,0.005583951,0,15,1,0,17.28
1,0.7166065229430495,9,1,2,0.078909166,1,4,1,0,6.279000000000001
1,0.6777693682076523,8,0,2,0.042681522,0,10,1,0,17.3745
1,0.13750281468395142,9,1,2,0.04929502,1,6,1,0,8.8725
1,0.7054558305953897,6,0,1,0.116520447,1,13,1,1,84.075
1,-0.00517935963788352,7,0,1,0.093652168,0,0,1,1,20.79
1,1.0737964238725781,8,0,2,0.074059474,1,6,1,0,11.115000000000002
0,0.08263514066584152,0,0,0,0.089196394,1,3,1,0,5.32
2,1.1988491841099138,3,1,0,0.07044068,1,4,1,1,7.682
1,-0.6890970177333021,2,0,1,0.022694623,1,5,1,1,3.5375
3,-0.8440235284472191,5,1,0,0.014661762,1,3,1,0,11.040000000000001
1,1.4526993162103692,9,1,2,0.148163564,1,9,2,0,0.0
2,-1.6302288825921352,3,1,0,0.028711412,1,6,1,1,4.7775
1,1.1178939425058534,1,2,0,0.152024355,1,5,1,0,3.735
1,-0.5140148391480629,7,0,1,0.026843265,1,13,1,1,34.7225
1,-0.6327135914430985,1,2,0,0.026280116,1,6,1,0,10.075000000000001
0,0.8741840012383286,0,0,0,0.08760952875,0,1,1,0,44.625
1,-0.6060792018349369,9,1,2,0.062797771,1,5,1,0,6.3
1,-0.5475084874558892,6,0,1,0.029490377,1,13,1,1,24.58125
3,-0.7039923217067462,5,1,0,0.107714834,1,4,1,0,3.105
2,0.09753044463928577,3,1,0,0.07691533975,1,5,1,1,8.925
2,0.7362985113218538,3,1,0,0.045230944,1,13,1,1,79.5625
1,-0.7955930049011022,1,2,0,0.041886576,1,13,1,0,31.70625
1,1.3680826055102178,8,0,2,0.085703652,1,6,1,0,4.407
1,0.8741840012383286,2,0,1,0.072252888,1,4,1,1,3.9444999999999997
1,0.17743361346377062,2,0,1,0.021370201,0,14,0,1,10.5825
1,-1.2586904997113733,1,2,0,0.111127966,0,1,1,0,23.25
1,-0.40381581161932517,7,0,1,0.063946629,1,6,1,1,6.370000000000001
1,0.7495949204935115,1,2,0,0.085020342,0,7,0,0,23.75
1,1.850366837941928,2,0,1,0.042891098,1,3,1,1,15.080000000000002
1,1.960019043448455,8,0,2,0.02687089,1,5,1,0,8.75
2,0.44516854802294126,3,1,0,0.098803088,1,6,1,1,9.6525
0,0.4834588807361274,0,0,0,0.057667173,0,14,0,0,4.0647
0,-0.7492666269141365,0,0,0,0.049697923,0,0,1,0,9.023
3,0.5617215834939793,5,1,0,0.127800388,1,5,1,0,8.1
1,-0.6039334850109391,6,0,1,0.128235818,0,0,1,1,20.299999999999997
3,-0.2675292165046366,5,1,0,0.006727008,0,11,2,0,0.0
3,-1.0180536342528825,5,1,0,0.129783577,0,0,1,0,20.02
3,-1.6349424244678024,5,1,0,0.048522793,1,6,1,0,13.455
1,-0.582684173095195,6,0,1,0.111902259,1,5,1,1,9.5
1,-1.4103360782920242,1,2,0,0.092694107,1,3,1,0,4.708
1,-0.6162193926678676,8,0,2,0.146172453,0,10,1,0,14.729000000000001
1,-1.3183132868699967,6,0,1,0.076721393,1,4,0,1,2.8198
3,-0.33834426727576633,5,1,0,0.02573918,0,15,1,0,10.935
1,-0.7253247761521835,7,0,1,0.076214289,1,6,1,1,8.32
1,0.5388318055116018,9,1,2,0.037639672,1,6,1,0,8.515
0,-0.9264945223233733,0,0,0,0.032136417,1,5,1,0,10.25
0,0.7373921553662758,0,0,0,0.13187274,1,4,1,0,6.279000000000001
1,0.04914149235801539,9,1,2,0.089144149,1,3,1,0,7.440000000000001
3,-0.7721979761613603,5,1,0,0.022291121,1,6,1,0,11.765
1,-0.003538893571250516,7,0,1,0.129766301,1,13,1,1,24.201249999999998
1,0.05389660549852898,8,0,2,0.025477448,0,8,2,0,0.0
1,-1.5939595529084076,9,1,2,0.048218142,0,0,1,0,15.12
3,0.7182054177448365,5,1,0,0.066298469,1,6,1,0,4.407
1,-0.7865048868477469,1,2,0,0.093307668,1,6,1,0,4.76125
2,-0.2990018617830046,3,1,0,0.1062679,0,1,1,1,27.5
1,0.343469245260501,6,0,1,0.039920687,0,14,0,1,9.868500000000001
1,-1.624296982877507,7,0,1,0.01941154,0,7,0,1,29.125
0,0.7086536201989628,4,0,2,0.16147714,1,5,1,0,9.175
1,-1.5109417370100422,7,0,1,0.013869809,0,14,0,1,4.998
1,1.9487852085711028,1,2,0,0.141234932,1,4,1,0,6.348000000000001
2,-1.5253317902261219,3,1,0,0.013898123,0,14,0,1,4.998
3,0.7086120489341163,5,1,0,0.040318693,1,6,1,0,7.572500000000001
1,0.7038569357936032,2,0,1,0.162348584,1,3,1,1,12.0
1,1.8231856263115556,7,0,1,0.042736348,1,3,1,1,15.080000000000002
1,-0.41871111559276925,2,0,1,0.03061079775,1,6,1,1,6.695
1,-1.4247677027729502,2,0,1,0.102349519,1,4,1,1,8.855
0,-0.2633209253863343,4,0,2,0.0708009757993644,0,0,1,0,12.739999999999998
2,0.40523774924312206,3,1,0,0.104445322,0,0,1,1,9.282
1,0.4962500391504206,1,2,0,0.078339081,1,13,1,0,40.4225
1,-0.7216217357912457,6,0,1,0.034467286,0,8,2,1,0.0
1,0.7203095633039875,9,1,2,0.007468056,1,9,2,0,0.0
1,-0.21484883057537071,8,0,2,0.095795326,1,5,1,0,2.9925
1,-0.6715507461784956,6,0,1,0.020407296,0,10,1,1,17.16
1,-1.0329489382263268,9,1,2,0.064307102,1,6,1,0,8.97
0,-0.012627011624605649,0,0,0,0.054601779,0,8,2,0,0.0
1,0.6309377394633224,7,0,1,0.045295529,1,5,1,1,7.85
0,1.3622754195901285,0,0,0,0.104463896,1,6,1,0,10.627500000000001
0,0.8789806856436887,4,0,2,0.0708009757993644,1,4,1,0,4.6897
1,-0.7636566801302159,2,0,1,0.029859711,0,0,1,1,9.023
2,0.5824656446523586,3,1,0,0.032028115,1,4,1,1,2.9348
1,-0.2313846006154482,7,0,1,0.091051579,0,7,0,1,47.125
1,0.34771910764365005,7,0,1,0.00599072,1,9,2,1,0.0
1,-0.16056954984431873,8,0,2,0.017642229,0,8,2,0,0.0
3,-1.3411614935875276,5,1,0,0.115032648,1,6,1,0,10.4
1,-1.6690660373275323,6,0,1,0.043226398,0,15,1,1,14.265
0,-0.15631968746116967,0,0,0,0.056816465,0,11,2,0,0.0
3,0.635187601846471,5,1,0,0.06302467,1,4,1,0,7.406000000000001
3,-0.4937760287470478,5,1,0,0.031131455,1,6,1,0,6.175
3,0.9220677027622345,5,1,0,0.042949109,1,6,1,0,7.3775
0,0.5601226886921927,4,0,2,0.064625342,0,10,1,0,9.5667
1,-1.4880519590276649,1,2,0,0.0481669,1,4,1,0,4.83
1,0.28548692416851096,9,1,2,0.092811105,1,9,2,0,0.0
0,-1.4316685327374612,4,0,2,0.073462632,1,13,1,0,66.5
3,0.24711344892563183,5,1,0,0.089343433,0,8,2,0,0.0
3,0.9274112091898056,5,1,0,0.013951504,1,13,1,0,44.175000000000004
0,0.5414827730929639,4,0,2,0.063079544,1,5,1,0,5.55
1,1.5804861865587605,1,2,0,0.156701315,1,4,1,0,8.165000000000001
1,-1.299126549248557,6,0,1,0.077439606,0,8,2,1,0.0
1,-0.29576250091458484,7,0,1,0.031007381,1,6,1,1,4.9075
1,1.7204342507695398,9,1,2,0.092927148,1,9,2,0,0.0
1,-0.5326131834824449,1,2,0,0.153861181,0,15,1,0,13.5
2,0.6026628837885275,3,1,0,0.021583971,1,6,1,1,8.775
1,-0.9200989431162266,8,0,2,0.019199733,1,5,1,0,10.25
1,-0.8748662091736831,7,0,1,0.094488071,1,6,1,1,11.927500000000002
3,-0.5230198146717253,5,1,0,0.12342207300000001,0,10,1,0,18.0895
1,0.8757413247752688,8,0,2,0.033220169,1,6,1,0,8.352500000000001
2,0.9354056831987387,3,1,0,0.067148407,1,13,1,1,66.975
1,0.8427529272248071,1,2,0,0.167444431,1,9,2,0,0.0
1,-0.054156705206211374,6,0,1,0.045848263,1,5,1,1,5.0
3,0.16678817187347542,5,1,0,0.039055756,1,9,2,0,0.0
1,0.13746124341910496,8,0,2,0.021250002,0,14,0,0,10.5825
3,1.1834070581142586,5,1,0,0.013056494,1,9,2,0,0.0
0,-0.3623276893025657,0,0,0,0.187841082,1,3,1,0,10.0
1,-1.5402270941995662,9,1,2,0.028167478,1,6,1,0,13.0
3,-1.0218398171435135,5,1,0,0.080203852,0,0,1,0,20.09
0,0.8783922923566313,4,0,2,0.007301480666666666,0,10,1,0,16.159000000000002
3,0.8092177076521345,5,1,0,0.030347404,0,8,2,0,0.0
1,1.5181708605539284,2,0,1,0.168780385,0,14,0,1,5.04645
1,1.8290759547613378,2,0,1,0.03546967,1,3,1,1,11.32
1,1.3388388195855403,9,1,2,0.060942632,0,15,1,0,14.4
2,0.6404479657443491,3,1,0,0.047220268,0,10,1,1,7.586149999999999
1,-0.5129627663684874,2,0,1,0.017135155,0,8,2,1,0.0
1,-1.3943887015390044,1,2,0,0.092937216,1,9,2,0,0.0
1,1.841278719888573,2,0,1,0.07884393,1,6,1,1,5.232500000000001
1,-0.6460100006147561,8,0,2,0.05619195566666666,1,13,1,0,53.9125
1,-1.3214279339438768,6,0,1,0.061163967,0,2,1,1,27.6325
3,-0.4246014440425513,5,1,0,0.0229857905,1,6,1,0,8.32
2,1.1301382788979357,3,1,0,0.047684831,1,4,1,1,9.522
1,-0.23348874617459928,2,0,1,0.026992588,0,10,1,1,14.014000000000001
1,0.015059450763131801,1,2,0,0.103356186,1,13,1,0,73.625
0,-0.4421892868622041,0,0,0,0.106816919,1,6,1,0,6.370000000000001
1,-0.9590192403813168,7,0,1,0.015138834,1,5,1,1,2.74
1,1.099337169436318,9,1,2,0.071540443,1,13,1,0,41.800000000000004
2,1.610782045263013,3,1,0,0.067730081,0,14,0,1,3.9831
1,0.09168168745435018,9,1,2,0.139669224,1,5,1,0,6.675
1,0.5622268342513438,1,2,0,0.022824491,0,8,2,0,0.0
3,-1.5300869033666356,5,1,0,0.029500321,1,9,2,0,0.0
0,-0.42725241162391336,0,0,0,0.0708009757993644,1,6,1,0,11.505
1,1.899807863002774,8,0,2,0.038756864,1,6,1,0,3.76025
1,0.8304670195678789,8,0,2,0.099962524,1,13,1,0,34.36625
0,1.1541632721895816,4,0,2,0.173574402,1,9,2,0,0.0
0,-1.6940183896042142,0,0,0,0.180820798,1,9,2,0,0.0
1,0.10876427951663889,2,0,1,0.108004532,1,13,1,1,48.42625
2,0.18702698227449027,3,1,0,0.021336565,0,14,0,1,10.5825
1,-1.6620820648333283,6,0,1,0.06227604,0,15,1,1,10.935
3,1.3568903418977112,5,1,0,0.085392428,1,6,1,0,4.407
1,0.6697333229338727,9,1,2,0.135306012,0,15,1,0,15.93
2,1.9088544097912832,3,1,0,0.031866022,1,9,2,1,0.0
0,0.5803614990932076,0,0,0,0.0708009757993644,1,6,1,0,10.075000000000001
1,0.057135966366948523,9,1,2,0.02976887,1,4,1,0,6.44
1,-0.85572104281709,6,0,1,0.06321435,1,4,1,1,5.221
1,0.10076980550770577,9,1,2,0.033952603,1,13,1,0,30.78
1,-0.9499726935928081,6,0,1,0.039954281,0,11,2,1,0.0
1,1.1988076128450673,2,0,1,0.021327477,1,3,1,1,12.16
1,0.3493595737102831,9,1,2,0.010055503,1,13,1,0,83.60000000000001
1,0.8789391143788423,1,2,0,0.053980686,0,12,1,0,40.49400000000001
1,-1.6094016789040628,8,0,2,0.125224466,0,2,1,0,60.375
1,0.15719480306275574,6,0,1,0.054445198,1,5,1,1,10.05
1,1.6868990311968672,9,1,2,0.030311951,0,1,1,0,20.0
1,0.05494867827810452,9,1,2,0.039071642,1,13,1,0,85.5
3,0.0012577908341095444,5,1,0,0.029510313,1,6,1,0,11.5375
1,-0.47517768441266567,6,0,1,0.033851785,0,12,1,1,23.766000000000002
1,0.21361980061780572,7,0,1,0.075881475,1,9,2,1,0.0
1,-0.3905609737125139,1,2,0,0.020853376,1,4,1,0,6.026
1,1.955180787778249,7,0,1,0.124758619,1,3,1,1,5.172000000000001
0,-1.564168944961519,4,0,2,0.083862625,0,8,2,0,0.0
1,1.4575375718805759,7,0,1,0.060188932,1,9,2,1,0.0
1,0.4366272519917971,2,0,1,0.046023105,1,13,1,1,74.1
0,-0.6635562721695625,0,0,0,0.062903297,0,8,2,0,0.0
2,0.891183450770924,3,1,0,0.073209447,1,5,1,1,6.825
1,-0.997856395116714,9,1,2,0.017887238,1,13,1,0,64.125
1,-0.8024938348656131,1,2,0,0.028395167,1,13,1,0,78.375
1,0.24770184221268932,6,0,1,0.032152786,1,3,1,1,6.492000000000001
1,-0.8621166220242363,8,0,2,0.063226306,1,4,1,0,5.221
1,1.239326804911944,8,0,2,0.0552059,1,6,1,0,9.815
1,-1.2916788972618352,7,0,1,0.083009876,1,9,2,1,0.0
1,-0.29896029051815814,6,0,1,0.05074138,1,3,1,1,6.0
0,1.1648087137798766,4,0,2,0.019671473,1,13,1,0,84.78750000000001
0,0.1231127614678717,4,0,2,0.10818157,1,4,1,0,4.2642
1,-0.5044214703373432,1,2,0,0.183142346,1,4,1,0,8.395
1,-0.02592342079626292,8,0,2,0.044908404,0,8,2,0,0.0
1,-0.17386595901597598,6,0,1,0.054474158,0,1,1,1,21.5
0,0.33492794922935687,4,0,2,0.106907604,0,2,1,0,27.527499999999996
0,-1.023355569415607,4,0,2,0.094817105,0,7,0,0,29.500000000000007
1,0.7687816581149508,1,2,0,0.012437935,1,6,1,0,12.8375
2,1.4005657523033148,3,1,0,0.070979698,1,5,1,1,9.35
1,1.490020718673673,6,0,1,0.096715523,1,6,1,1,12.415000000000001
1,-1.7142987712700761,2,0,1,0.055301055,0,8,2,1,0.0
3,0.12096704464387416,5,1,0,0.027644732,0,0,1,0,21.21
1,-0.20689592783128405,2,0,1,0.10883825675,1,9,2,1,0.0
1,-1.3342606636230165,8,0,2,0.036037952,0,10,1,0,26.9555
3,1.6970807932946443,5,1,0,0.130544568,1,5,1,0,6.075
1,-0.5965274042890635,9,1,2,0.023988387,1,9,2,0,0.0
0,-0.9643211755440412,0,0,0,0.042464962,0,0,1,0,21.7
2,0.0331941156049956,3,1,0,0.105573769,1,5,1,1,7.0
1,1.731121263624682,8,0,2,0.021425341,1,9,2,0,0.0
3,1.790197228761094,5,1,0,0.09370568,1,9,2,0,0.0
1,1.7369284495447708,2,0,1,0.141398626,0,7,0,1,39.375
1,-0.292606282575858,8,0,2,0.112321218,1,9,2,0,0.0
1,-1.4768596954151585,8,0,2,0.139228412,1,3,1,0,6.968000000000001
0,0.28864314250723755,0,0,0,0.105265475,0,14,0,0,6.4515
1,-1.0000021119407114,9,1,2,0.008554102,0,0,1,0,25.2
2,-0.5613517186497577,3,1,0,0.175060504,1,13,1,1,44.175000000000004
1,0.1236595834900827,7,0,1,0.04551031,0,8,2,1,0.0
1,-1.6354892464900133,7,0,1,0.043322254,0,15,1,1,14.265
1,-1.234707077684574,7,0,1,0.11144608,0,1,1,1,23.25
3,0.8528931180577383,5,1,0,0.066358426,1,9,2,0,0.0
1,-1.2942882935783508,2,0,1,0.068256316,1,4,1,1,6.21
1,-1.6701181101071079,2,0,1,0.046350909,1,5,1,1,3.3175
2,-0.739168007346052,3,1,0,0.108679906,1,4,1,1,3.105
1,0.3376620593404119,2,0,1,0.13842353,1,5,1,1,4.4475
